Liga,Zespół_1,Zespół_2,1,0,2,10,02,12,Data,Wygrany,Bramki_1,Bramki_2
liga-mistrzow,FC Porto,Antwerp,1.35,5.2,8.4,1.08,3.2,1.18,07.11. 21:00,1.0,2.0,0.0
liga-mistrzow,Real Sociedad,SL Benfica,1.8,3.65,5.0,1.2,2.11,1.32,08.11. 18:45,1.0,3.0,1.0
liga-mistrzow,Napoli,Un. Berlin,1.4,5.0,8.8,1.09,3.2,1.21,08.11. 18:45,0.0,1.0,1.0
liga-mistrzow,Arsenal,FC Sevilla,1.33,5.6,9.4,1.07,3.5,1.17,08.11. 21:00,1.0,2.0,0.0
liga-mistrzow,Salzburg,Inter M.,5.4,4.2,1.62,2.36,1.17,1.25,08.11. 21:00,2.0,0.0,1.0
liga-mistrzow,Bayern M.,Galatasaray,1.2,8.0,12.0,1.04,4.8,1.09,08.11. 21:00,1.0,2.0,1.0
liga-mistrzow,PSV Eindhoven,Lens,1.74,4.1,4.5,1.22,2.15,1.25,08.11. 21:00,1.0,1.0,0.0
liga-mistrzow,Real M.,SC Braga,1.23,7.0,11.0,1.05,4.3,1.11,08.11. 21:00,1.0,3.0,0.0
liga-mistrzow,FC Kopenhaga,Man.United,4.4,4.0,1.77,2.1,1.23,1.26,08.11. 21:00,1.0,4.0,3.0
liga-europy,Ajax,Brighton,4.3,4.2,1.75,2.12,1.24,1.24,09.11. 18:45,2.0,0.0,2.0
liga-europy,FK Karabach,Leverkusen,6.8,5.2,1.42,2.95,1.12,1.17,09.11. 18:45,2.0,0.0,1.0
liga-europy,Mac.Haifa,Villarreal,4.2,3.65,1.9,1.95,1.25,1.3,09.11. 18:45,2.0,1.0,2.0
liga-europy,Toulouse,Liverpool,6.8,5.4,1.42,3.0,1.12,1.17,09.11. 18:45,1.0,3.0,2.0
liga-europy,Servette,Sheriff Tiraspol,1.71,3.8,5.2,1.18,2.2,1.29,09.11. 18:45,1.0,2.0,1.0
liga-europy,LASK,St.Gilloise,3.55,3.7,2.04,1.81,1.31,1.3,09.11. 18:45,1.0,3.0,0.0
liga-europy,Slavia P.,AS Roma,2.9,3.2,2.7,1.52,1.46,1.4,09.11. 18:45,1.0,2.0,0.0
liga-europy,Rennes,Panathinaikos,1.67,4.0,5.2,1.18,2.26,1.26,09.11. 18:45,1.0,3.0,1.0
liga-europy,Betis,Aris Limassol,1.33,5.4,9.6,1.07,3.45,1.17,09.11. 21:00,1.0,4.0,1.0
liga-europy,Freiburg,Backa Topola,1.14,8.4,18.0,-1.0,5.7,1.07,09.11. 21:00,1.0,5.0,0.0
liga-europy,Sporting L.,Raków Cz.,1.22,6.6,13.0,1.03,4.4,1.12,09.11. 21:00,1.0,2.0,1.0
liga-europy,West Ham,Olympiakos,1.58,4.4,5.2,1.16,2.38,1.21,09.11. 21:00,1.0,1.0,0.0
liga-europy,Hacken,Molde,2.7,3.85,2.42,1.59,1.49,1.28,09.11. 21:00,2.0,1.0,3.0
liga-europy,Gl.Rangers,Sparta P.,1.98,3.75,3.85,1.3,1.9,1.31,09.11. 21:00,1.0,2.0,1.0
liga-europy,AEK Ateny,Marseille,2.6,3.5,2.8,1.46,1.56,1.32,09.11. 21:00,2.0,0.0,2.0
liga-europy,A.Bergamo,Sturm Graz,1.26,6.2,11.0,1.05,3.95,1.13,09.11. 21:00,1.0,1.0,0.0
1-niemcy,M gladbach,Wolfsburg,2.4,3.8,2.8,1.47,1.61,1.29,10.11. 20:30,1.0,4.0,0.0
1-belgia,Westerlo,Truidense,2.65,3.4,2.6,1.49,1.47,1.31,10.11. 20:45,0.0,3.0,3.0
1-francja,Montpellier,Nice,3.4,3.45,2.2,1.71,1.34,1.34,10.11. 21:00,0.0,0.0,0.0
1-hiszpania,Bilbao,Celta Vigo,1.58,4.2,6.0,1.15,2.47,1.25,10.11. 21:00,1.0,4.0,3.0
1-holandia,Sittard,Heracles,1.74,3.85,4.4,1.2,2.05,1.25,10.11. 20:00,1.0,4.0,1.0
1-portugalia,Estoril Praia,Casa Pia,2.44,3.3,2.85,1.4,1.53,1.31,10.11. 21:15,1.0,4.0,0.0
1-niemcy,VFB Stuttgart,Dortmund,2.5,3.9,2.7,1.52,1.6,1.3,11.11. 15:30,1.0,2.0,1.0
1-niemcy,Augsburg,Hoffenheim,2.47,3.85,2.75,1.5,1.6,1.3,11.11. 15:30,0.0,1.0,1.0
1-niemcy,Darmstadt 98,Mainz,3.15,3.6,2.3,1.68,1.4,1.33,11.11. 15:30,0.0,0.0,0.0
1-niemcy,Bayern M.,Heidenheim,1.06,17.0,35.0,-1.0,11.5,1.03,11.11. 15:30,1.0,4.0,2.0
1-niemcy,Bochum,1.FC Koln,2.6,3.6,2.7,1.51,1.54,1.32,11.11. 18:30,0.0,1.0,1.0
1-anglia,Wolverhampton,Tottenham,3.05,3.55,2.33,1.64,1.41,1.32,11.11. 13:30,1.0,2.0,1.0
1-anglia,Crystal Palace,Everton,2.65,3.15,2.95,1.44,1.52,1.4,11.11. 16:00,2.0,2.0,3.0
1-anglia,Arsenal,Burnley,1.2,7.4,16.0,1.03,5.1,1.12,11.11. 16:00,1.0,3.0,1.0
1-anglia,Man.United,Luton Town,1.36,5.6,8.8,1.09,3.4,1.18,11.11. 16:00,1.0,1.0,0.0
1-anglia,Bournemouth,Newcastle,4.4,3.95,1.82,2.08,1.25,1.29,11.11. 18:30,1.0,2.0,0.0
1-belgia,Antwerp,St.Liege,1.6,4.1,5.2,1.15,2.3,1.22,11.11. 16:00,1.0,6.0,0.0
1-belgia,Eupen,Molenbeek,2.6,3.5,2.55,1.49,1.48,1.29,11.11. 18:15,2.0,1.0,3.0
1-belgia,Mechelen,Charleroi,2.6,3.45,2.55,1.48,1.47,1.29,11.11. 20:45,1.0,1.0,0.0
1-francja,Reims,PSG,5.6,4.6,1.57,2.53,1.17,1.23,11.11. 17:00,2.0,0.0,3.0
1-francja,Le Havre,Monaco,4.6,4.0,1.75,2.14,1.22,1.27,11.11. 21:00,0.0,0.0,0.0
1-hiszpania,Vallecano,Girona,3.0,3.5,2.43,1.62,1.43,1.34,11.11. 14:00,2.0,1.0,2.0
1-hiszpania,Almeria,Real Sociedad,4.9,3.95,1.74,2.2,1.21,1.28,11.11. 16:15,2.0,1.0,3.0
1-hiszpania,Osasuna,UD L.Palmas,2.02,3.3,4.3,1.25,1.87,1.37,11.11. 18:30,0.0,1.0,1.0
1-hiszpania,Granada,Getafe,2.55,3.2,3.05,1.42,1.56,1.39,11.11. 18:30,0.0,1.0,1.0
1-hiszpania,Real M.,Valencia,1.32,5.6,9.4,1.07,3.5,1.16,11.11. 21:00,1.0,5.0,1.0
1-holandia,Waalwijk,G.A.Eagles,2.8,3.6,2.35,1.58,1.42,1.28,11.11. 18:45,2.0,0.0,1.0
1-holandia,Tw.Enschede,Nijmegen,1.31,5.4,8.8,1.05,3.35,1.14,11.11. 20:00,0.0,3.0,3.0
1-holandia,Vitesse Arnhem,Heerenveen,2.36,3.5,2.85,1.41,1.57,1.29,11.11. 21:00,2.0,1.0,3.0
1-portugalia,Portimonense,Chaves,2.37,3.35,2.95,1.39,1.57,1.31,11.11. 16:30,1.0,2.0,1.0
1-portugalia,Estrela Amadora,Moreirense FC,2.7,3.25,2.6,1.47,1.44,1.32,11.11. 19:00,2.0,0.0,1.0
1-portugalia,FC Vizela,FC Famalicao,2.55,3.2,2.8,1.42,1.49,1.33,11.11. 19:00,0.0,0.0,0.0
1-portugalia,Vitoria Guimarares,FC Porto,4.7,3.7,1.73,2.07,1.18,1.26,11.11. 21:30,2.0,1.0,2.0
1-niemcy,Leverkusen,Un. Berlin,1.35,5.4,9.2,1.08,3.4,1.18,12.11. 15:30,1.0,4.0,0.0
1-niemcy,Werder B.,Eint.Frankfurt,2.85,3.65,2.47,1.6,1.47,1.32,12.11. 17:30,0.0,1.0,1.0
1-niemcy,Leipzig,Freiburg,1.45,5.2,6.8,1.13,2.95,1.2,12.11. 19:30,1.0,3.0,1.0
1-anglia,Aston Villa,Fulham,1.64,4.3,5.4,1.19,2.4,1.26,12.11. 15:00,1.0,3.0,1.0
1-anglia,Liverpool,Brentford,1.39,5.6,7.4,1.11,3.2,1.17,12.11. 15:00,1.0,3.0,0.0
1-anglia,Brighton,Sheffield Utd.,1.26,6.8,11.0,1.06,4.2,1.13,12.11. 15:00,0.0,1.0,1.0
1-anglia,West Ham,Nottingham,1.85,3.85,4.3,1.25,2.03,1.29,12.11. 15:00,1.0,3.0,2.0
1-anglia,Chelsea,Man.City,5.0,3.95,1.72,2.21,1.2,1.28,12.11. 17:30,0.0,4.0,4.0
1-belgia,Club Brugge,Cercle Brugge,1.68,4.2,4.6,1.2,2.2,1.23,12.11. 13:30,0.0,0.0,0.0
1-belgia,Genk,Leuven,1.36,5.4,7.0,1.09,3.05,1.14,12.11. 16:00,1.0,3.0,1.0
1-belgia,Gent,Anderlecht,2.13,3.6,3.2,1.34,1.7,1.28,12.11. 18:30,0.0,1.0,1.0
1-belgia,St.Gilloise,Kortrijk,1.2,6.8,12.0,1.02,4.35,1.09,12.11. 19:15,1.0,3.0,0.0
1-francja,Lille,Toulouse,1.51,4.6,6.2,1.14,2.64,1.21,12.11. 15:00,0.0,1.0,1.0
1-francja,Clermont,Lorient,2.22,3.35,3.6,1.34,1.74,1.37,12.11. 15:00,1.0,1.0,0.0
1-francja,Metz,Nantes,3.2,3.3,2.42,1.62,1.4,1.38,12.11. 15:00,1.0,3.0,1.0
1-francja,Rennes,Lyon,1.8,4.1,4.3,1.25,2.1,1.27,12.11. 17:05,2.0,0.0,1.0
1-francja,Lens,Marseille,2.3,3.55,3.2,1.39,1.68,1.33,12.11. 20:45,1.0,1.0,0.0
1-hiszpania,Barcelona,Alaves,1.26,6.6,12.0,1.06,4.25,1.14,12.11. 16:15,1.0,2.0,1.0
1-hiszpania,FC Sevilla,Betis,2.2,3.6,3.35,1.36,1.74,1.32,12.11. 18:30,0.0,1.0,1.0
1-hiszpania,Atl. Madryt,Villarreal,1.35,5.6,8.2,1.09,3.35,1.16,12.11. 21:00,1.0,3.0,1.0
1-holandia,PSV Eindhoven,Zwolle,1.08,11.0,23.0,-1.0,7.4,1.03,12.11. 12:15,1.0,4.0,0.0
1-holandia,Almere City,Ajax,5.4,4.8,1.49,2.54,1.14,1.17,12.11. 14:30,0.0,2.0,2.0
1-holandia,FC Volendam,Sparta Rotterdam,2.95,3.7,2.23,1.64,1.39,1.27,12.11. 14:30,2.0,1.0,4.0
1-holandia,Feyenoord,AZ Alkmaar,1.51,4.6,5.6,1.14,2.53,1.19,12.11. 16:45,1.0,1.0,0.0
1-holandia,Utrecht,SBV Excelsior,1.59,4.3,5.0,1.16,2.31,1.21,12.11. 20:00,0.0,2.0,2.0
1-portugalia,Boavista FC,Farense,2.1,3.55,3.35,1.32,1.72,1.29,12.11. 16:30,2.0,1.0,3.0
1-portugalia,Gil Vicente FC,Rio Ave,2.07,3.55,3.35,1.31,1.72,1.28,12.11. 16:30,0.0,1.0,1.0
1-portugalia,FC Arouca,SC Braga,5.0,4.2,1.61,2.28,1.16,1.22,12.11. 19:00,2.0,0.0,1.0
1-portugalia,SL Benfica,Sporting L.,2.5,3.35,2.75,1.43,1.51,1.31,12.11. 21:30,1.0,2.0,1.0
1-niemcy,1.FC Koln,Bayern M.,10.0,7.2,1.25,4.2,1.07,1.11,24.11. 20:30,2.0,0.0,1.0
1-belgia,Truidense,Antwerp,3.65,3.65,1.96,1.83,1.28,1.28,24.11. 20:45,0.0,1.0,1.0
1-francja,PSG,Monaco,1.46,5.2,6.2,1.14,2.83,1.18,24.11. 21:00,1.0,5.0,2.0
1-hiszpania,Alaves,Granada,1.8,3.7,4.7,1.21,2.07,1.3,24.11. 21:00,1.0,3.0,1.0
1-niemcy,Werder B.,Leverkusen,6.0,5.2,1.48,2.8,1.15,1.19,25.11. 15:30,2.0,0.0,3.0
1-niemcy,Wolfsburg,Leipzig,3.7,3.95,1.93,1.91,1.3,1.27,25.11. 15:30,1.0,2.0,1.0
1-niemcy,Freiburg,Darmstadt 98,1.58,4.3,5.6,1.16,2.43,1.23,25.11. 15:30,0.0,1.0,1.0
1-niemcy,Dortmund,M gladbach,1.49,5.2,5.6,1.16,2.7,1.18,25.11. 15:30,1.0,4.0,2.0
1-niemcy,Un. Berlin,Augsburg,2.0,3.65,3.75,1.29,1.85,1.3,25.11. 15:30,0.0,1.0,1.0
1-niemcy,Eint.Frankfurt,VFB Stuttgart,2.6,3.65,2.65,1.52,1.54,1.31,25.11. 18:30,2.0,1.0,2.0
1-anglia,Man.City,Liverpool,1.75,4.3,4.3,1.24,2.15,1.24,25.11. 13:30,0.0,1.0,1.0
1-anglia,Burnley,West Ham,3.5,3.6,2.1,1.77,1.33,1.31,25.11. 16:00,2.0,1.0,2.0
1-anglia,Newcastle,Chelsea,2.6,3.5,2.75,1.49,1.54,1.34,25.11. 16:00,1.0,4.0,1.0
1-anglia,Luton Town,Crystal Palace,3.6,3.35,2.16,1.74,1.31,1.35,25.11. 16:00,1.0,2.0,1.0
1-anglia,Sheffield Utd.,Bournemouth,3.2,3.55,2.24,1.68,1.37,1.32,25.11. 16:00,2.0,1.0,3.0
1-anglia,Nottingham,Brighton,3.15,3.65,2.23,1.7,1.38,1.31,25.11. 16:00,2.0,2.0,3.0
1-anglia,Brentford,Arsenal,4.6,3.85,1.78,2.1,1.22,1.28,25.11. 18:30,2.0,0.0,1.0
1-belgia,Cercle Brugge,Eupen,1.39,5.0,7.2,1.09,2.95,1.17,25.11. 16:00,1.0,2.0,0.0
1-belgia,Charleroi,Westerlo,1.85,3.8,3.95,1.24,1.94,1.26,25.11. 18:15,1.0,3.0,2.0
1-belgia,St.Liege,Genk,3.55,3.75,1.96,1.82,1.29,1.26,25.11. 20:45,1.0,1.0,0.0
1-francja,Clermont,Lens,3.85,3.5,2.02,1.83,1.28,1.32,25.11. 17:00,2.0,0.0,3.0
1-francja,Strasbourg,Marseille,4.1,3.4,2.0,1.86,1.26,1.34,25.11. 21:00,0.0,1.0,1.0
1-hiszpania,Vallecano,Barcelona,5.2,4.1,1.66,2.3,1.18,1.26,25.11. 14:00,0.0,1.0,1.0
1-hiszpania,Valencia,Celta Vigo,2.2,3.35,3.5,1.32,1.71,1.35,25.11. 16:15,0.0,0.0,0.0
1-hiszpania,Getafe,Almeria,1.68,3.9,5.4,1.17,2.26,1.28,25.11. 18:30,1.0,2.0,1.0
1-hiszpania,Atl. Madryt,Mallorca,1.39,4.9,8.8,1.08,3.15,1.2,25.11. 21:00,1.0,1.0,0.0
1-holandia,SBV Excelsior,Feyenoord,11.0,7.2,1.2,4.35,1.03,1.08,25.11. 16:30,2.0,2.0,4.0
1-holandia,Heerenveen,Sittard,2.03,3.65,3.4,1.3,1.76,1.27,25.11. 18:45,1.0,3.0,0.0
1-holandia,Tw.Enschede,PSV Eindhoven,3.7,3.7,1.92,1.85,1.26,1.26,25.11. 18:45,2.0,0.0,3.0
1-holandia,Ajax,Vitesse Arnhem,1.27,6.2,9.0,1.05,3.65,1.11,25.11. 21:00,1.0,5.0,0.0
1-holandia,Zwolle,Waalwijk,1.76,3.9,4.3,1.21,2.05,1.25,25.11. 21:00,2.0,1.0,2.0
1-niemcy,Heidenheim,Bochum,2.2,3.75,3.15,1.39,1.71,1.3,26.11. 15:30,0.0,0.0,0.0
1-niemcy,Hoffenheim,Mainz,1.86,4.0,3.9,1.27,1.97,1.26,26.11. 17:30,0.0,1.0,1.0
1-anglia,Tottenham,Aston Villa,2.5,3.9,2.6,1.52,1.56,1.27,26.11. 15:00,2.0,1.0,2.0
1-anglia,Everton,Man.United,2.7,3.5,2.6,1.52,1.49,1.32,26.11. 17:30,2.0,0.0,3.0
1-belgia,Gent,St.Gilloise,2.55,3.55,2.6,1.48,1.5,1.29,26.11. 13:30,0.0,1.0,1.0
1-belgia,Leuven,Club Brugge,4.8,4.2,1.62,2.24,1.17,1.21,26.11. 16:00,2.0,0.0,1.0
1-belgia,Anderlecht,Molenbeek,1.43,4.8,6.6,1.1,2.78,1.18,26.11. 18:30,1.0,2.0,1.0
1-belgia,Kortrijk,Mechelen,2.9,3.5,2.34,1.59,1.4,1.3,26.11. 19:15,2.0,0.0,3.0
1-francja,Nice,Toulouse,1.52,4.2,6.8,1.12,2.6,1.24,26.11. 13:00,1.0,1.0,0.0
1-francja,Nantes,Le Havre,2.11,3.45,3.6,1.31,1.76,1.33,26.11. 15:00,0.0,0.0,0.0
1-francja,Lorient,Metz,2.0,3.5,3.95,1.27,1.86,1.33,26.11. 15:00,2.0,2.0,3.0
1-francja,Montpellier,Brest,2.35,3.45,3.1,1.4,1.63,1.34,26.11. 15:00,2.0,1.0,3.0
1-francja,Rennes,Reims,2.03,3.6,3.7,1.3,1.82,1.31,26.11. 17:05,1.0,3.0,1.0
1-francja,Lyon,Lille,3.0,3.4,2.42,1.59,1.41,1.34,26.11. 20:45,2.0,0.0,2.0
1-hiszpania,Villarreal,Osasuna,2.2,3.55,3.3,1.36,1.71,1.32,26.11. 14:00,1.0,3.0,1.0
1-hiszpania,Real Sociedad,FC Sevilla,1.78,3.75,4.7,1.21,2.1,1.29,26.11. 16:15,1.0,2.0,1.0
1-hiszpania,Cadiz,Real M.,6.2,4.6,1.51,2.64,1.14,1.21,26.11. 18:30,2.0,0.0,3.0
1-hiszpania,Betis,UD L.Palmas,1.74,3.7,5.2,1.18,2.16,1.3,26.11. 21:00,1.0,1.0,0.0
1-holandia,Almere City,Heracles,1.93,3.75,3.65,1.27,1.85,1.26,26.11. 12:15,2.0,0.0,5.0
1-holandia,Nijmegen,G.A.Eagles,2.35,3.65,2.8,1.43,1.58,1.28,26.11. 14:30,0.0,1.0,1.0
1-holandia,AZ Alkmaar,FC Volendam,1.16,7.8,15.0,1.01,5.1,1.08,26.11. 14:30,1.0,3.0,0.0
1-holandia,Sparta Rotterdam,Utrecht,2.36,3.55,2.85,1.42,1.58,1.29,26.11. 16:45,2.0,1.0,2.0
1-anglia,Fulham,Wolverhampton,2.43,3.35,3.0,1.41,1.58,1.34,27.11. 21:00,1.0,1.0,0.0
1-hiszpania,Girona,Bilbao,2.3,3.75,2.95,1.42,1.65,1.29,27.11. 21:00,0.0,0.0,0.0
liga-mistrzow,S.Donieck,Antwerp,2.03,3.6,3.7,1.3,1.82,1.31,28.11. 18:45,1.0,1.0,0.0
liga-mistrzow,Lazio,Celtic,1.54,4.4,6.2,1.14,2.57,1.23,28.11. 18:45,1.0,2.0,0.0
liga-mistrzow,PSG,Newcastle,1.64,4.2,5.2,1.18,2.32,1.25,28.11. 21:00,0.0,1.0,1.0
liga-mistrzow,Feyenoord,Atl. Madryt,2.6,3.6,2.65,1.51,1.53,1.31,28.11. 21:00,2.0,1.0,3.0
liga-mistrzow,Man.City,Leipzig,1.35,5.6,8.2,1.09,3.35,1.16,28.11. 21:00,1.0,3.0,2.0
liga-mistrzow,YB Bern,CZ Belgrad,2.06,3.85,3.4,1.34,1.81,1.28,28.11. 21:00,1.0,2.0,0.0
liga-mistrzow,Barcelona,FC Porto,1.51,4.5,6.4,1.13,2.64,1.22,28.11. 21:00,1.0,2.0,1.0
liga-mistrzow,AC Milan,Dortmund,2.0,3.75,3.7,1.3,1.86,1.29,28.11. 21:00,2.0,1.0,3.0
1-francja,Montpellier,Clermont,1.93,3.65,4.0,1.26,1.91,1.3,29.11. 19:00,0.0,1.0,1.0
1-hiszpania,Mallorca,Cadiz,2.0,3.25,4.3,1.24,1.85,1.37,29.11. 21:00,0.0,1.0,1.0
liga-mistrzow,Galatasaray,Man.United,2.65,3.75,2.55,1.55,1.52,1.3,29.11. 18:45,0.0,3.0,3.0
liga-mistrzow,FC Sevilla,PSV Eindhoven,2.6,3.55,2.7,1.5,1.53,1.32,29.11. 18:45,2.0,2.0,3.0
liga-mistrzow,Bayern M.,FC Kopenhaga,1.23,7.0,11.0,1.05,4.3,1.11,29.11. 21:00,0.0,0.0,0.0
liga-mistrzow,Arsenal,Lens,1.34,5.6,9.0,1.08,3.45,1.17,29.11. 21:00,1.0,6.0,0.0
liga-mistrzow,Real M.,Napoli,1.86,3.9,4.1,1.26,2.0,1.28,29.11. 21:00,1.0,4.0,2.0
liga-mistrzow,Real Sociedad,Salzburg,1.52,4.5,6.2,1.14,2.61,1.22,29.11. 21:00,0.0,0.0,0.0
liga-mistrzow,SL Benfica,Inter M.,2.65,3.5,2.65,1.51,1.51,1.32,29.11. 21:00,0.0,3.0,3.0
liga-mistrzow,SC Braga,Un. Berlin,2.16,3.65,3.3,1.36,1.73,1.31,29.11. 21:00,0.0,1.0,1.0
liga-europy,AEK Ateny,Brighton,3.55,3.95,1.93,1.87,1.3,1.25,30.11. 18:45,2.0,0.0,1.0
liga-europy,Sparta P.,Betis,2.48,3.5,2.75,1.45,1.54,1.3,30.11. 18:45,1.0,1.0,0.0
liga-europy,Mac.Haifa,Rennes,4.4,4.2,1.72,2.15,1.22,1.24,30.11. 18:45,2.0,0.0,3.0
liga-europy,Backa Topola,West Ham,10.0,6.4,1.26,3.9,1.05,1.12,30.11. 18:45,2.0,0.0,1.0
liga-europy,A.Bergamo,Sporting L.,2.13,3.65,3.25,1.35,1.72,1.29,30.11. 18:45,0.0,1.0,1.0
liga-europy,Freiburg,Olympiakos,1.84,3.85,4.0,1.24,1.96,1.26,30.11. 18:45,1.0,5.0,0.0
liga-europy,Sturm Graz,Raków Cz.,1.88,3.65,4.1,1.24,1.93,1.29,30.11. 18:45,2.0,0.0,1.0
liga-europy,Hacken,Leverkusen,7.2,5.6,1.37,3.15,1.1,1.15,30.11. 21:00,2.0,0.0,2.0
liga-europy,Gl.Rangers,Aris Limassol,1.32,5.6,8.8,1.07,3.4,1.15,30.11. 21:00,0.0,1.0,1.0
liga-europy,Servette,AS Roma,4.0,3.9,1.84,1.97,1.25,1.26,30.11. 21:00,0.0,1.0,1.0
liga-europy,Molde,FK Karabach,1.92,3.75,3.85,1.27,1.9,1.28,30.11. 21:00,0.0,2.0,2.0
liga-europy,Villarreal,Panathinaikos,1.96,3.75,3.65,1.29,1.85,1.28,30.11. 21:00,1.0,3.0,2.0
liga-europy,Marseille,Ajax,1.62,4.2,5.0,1.17,2.28,1.22,30.11. 21:00,1.0,4.0,3.0
liga-europy,Toulouse,St.Gilloise,2.22,3.6,3.1,1.37,1.67,1.29,30.11. 21:00,0.0,0.0,0.0
liga-europy,Liverpool,LASK,1.12,9.2,21.0,-1.0,6.4,1.06,30.11. 21:00,1.0,4.0,0.0
liga-europy,Sheriff Tiraspol,Slavia P.,5.2,4.0,1.63,2.26,1.16,1.24,30.11. 21:00,2.0,2.0,3.0
1-niemcy,Darmstadt 98,1.FC Koln,2.75,3.55,2.55,1.55,1.48,1.32,01.12. 20:30,2.0,0.0,1.0
1-belgia,Westerlo,Anderlecht,4.4,4.0,1.72,2.1,1.2,1.24,01.12. 20:45,2.0,1.0,3.0
1-francja,Reims,Strasbourg,1.8,3.85,4.5,1.22,2.07,1.28,01.12. 21:00,1.0,2.0,1.0
1-hiszpania,UD L.Palmas,Getafe,2.37,3.05,3.45,1.33,1.62,1.4,01.12. 21:00,1.0,2.0,0.0
1-holandia,Heerenveen,Almere City,1.67,4.0,4.7,1.18,2.16,1.23,01.12. 20:00,1.0,3.0,0.0
1-portugalia,Chaves,FC Vizela,2.6,3.35,2.65,1.46,1.48,1.31,01.12. 21:30,1.0,2.0,1.0
1-niemcy,Bayern M.,Un. Berlin,1.13,8.6,17.0,1.01,5.9,1.08,02.12. 15:30,,,
1-niemcy,M gladbach,Hoffenheim,2.26,4.1,2.8,1.47,1.66,1.26,02.12. 15:30,1.0,2.0,1.0
1-niemcy,Leipzig,Heidenheim,1.25,6.8,11.0,1.06,4.2,1.12,02.12. 15:30,1.0,2.0,1.0
1-niemcy,Bochum,Wolfsburg,2.56,3.7,2.56,1.52,1.52,1.3,02.12. 15:30,1.0,3.0,1.0
1-niemcy,VFB Stuttgart,Werder B.,1.4,5.2,6.9,1.11,3.05,1.17,02.12. 18:30,1.0,2.0,0.0
1-anglia,Brentford,Luton Town,1.46,4.55,6.5,1.11,2.74,1.2,02.12. 16:00,1.0,3.0,1.0
1-anglia,Arsenal,Wolverhampton,1.26,5.8,12.0,1.05,3.9,1.14,02.12. 16:00,1.0,2.0,1.0
1-anglia,Burnley,Sheffield Utd.,1.8,3.65,4.4,1.23,2.03,1.29,02.12. 16:00,1.0,5.0,0.0
1-anglia,Nottingham,Everton,2.8,3.25,2.56,1.52,1.44,1.35,02.12. 18:30,2.0,0.0,1.0
1-anglia,Newcastle,Man.United,1.89,3.75,3.8,1.28,1.92,1.27,02.12. 21:00,1.0,1.0,0.0
1-belgia,Molenbeek,Charleroi,2.8,3.4,2.43,1.54,1.42,1.3,02.12. 16:00,0.0,0.0,0.0
1-belgia,Eupen,Kortrijk,2.24,3.45,3.1,1.36,1.63,1.3,02.12. 18:15,0.0,1.0,1.0
1-belgia,Antwerp,Leuven,1.34,5.4,7.6,1.07,3.15,1.14,02.12. 20:45,1.0,1.0,0.0
1-francja,Lens,Lyon,1.7,4.0,4.7,1.2,2.16,1.26,02.12. 17:00,1.0,3.0,2.0
1-francja,Nantes,Nice,3.9,3.45,2.01,1.83,1.27,1.33,02.12. 21:00,1.0,1.0,0.0
1-hiszpania,Girona,Valencia,1.69,3.9,4.65,1.2,2.18,1.26,02.12. 14:00,1.0,2.0,1.0
1-hiszpania,Bilbao,Vallecano,1.59,4.2,5.6,1.16,2.4,1.24,02.12. 16:15,1.0,4.0,0.0
1-hiszpania,Real M.,Granada,1.17,8.4,11.5,1.03,4.95,1.07,02.12. 18:30,1.0,2.0,0.0
1-hiszpania,Osasuna,Real Sociedad,3.55,3.2,2.22,1.68,1.32,1.38,02.12. 21:00,0.0,1.0,1.0
1-holandia,FC Volendam,Zwolle,2.6,3.65,2.48,1.52,1.48,1.27,02.12. 18:45,2.0,0.0,5.0
1-holandia,Sittard,Vitesse Arnhem,2.03,3.6,3.45,1.3,1.76,1.28,02.12. 20:00,1.0,3.0,1.0
1-holandia,Waalwijk,SBV Excelsior,2.0,3.9,3.35,1.32,1.8,1.25,02.12. 20:00,0.0,2.0,2.0
1-holandia,Heracles,Sparta Rotterdam,2.65,3.65,2.45,1.54,1.47,1.27,02.12. 21:00,2.0,0.0,1.0
1-portugalia,Rio Ave,Estrela Amadora,2.12,3.45,3.35,1.31,1.7,1.3,02.12. 16:30,0.0,1.0,1.0
1-portugalia,Farense,Vitoria Guimarares,3.0,3.5,2.27,1.62,1.38,1.29,02.12. 16:30,2.0,1.0,2.0
1-portugalia,FC Famalicao,FC Porto,5.4,4.1,1.59,2.33,1.15,1.23,02.12. 19:00,2.0,0.0,3.0
1-portugalia,Casa Pia,Portimonense,1.96,3.5,3.8,1.26,1.82,1.29,02.12. 21:30,1.0,1.0,0.0
1-niemcy,Mainz,Freiburg,2.24,3.5,3.15,1.38,1.67,1.32,03.12. 15:30,2.0,0.0,1.0
1-niemcy,Leverkusen,Dortmund,1.61,4.6,4.65,1.19,2.32,1.22,03.12. 17:30,0.0,1.0,1.0
1-niemcy,Augsburg,Eint.Frankfurt,2.61,3.55,2.56,1.52,1.5,1.3,03.12. 19:30,1.0,2.0,1.0
1-anglia,Bournemouth,Aston Villa,3.35,3.85,2.01,1.81,1.33,1.26,03.12. 15:00,0.0,2.0,2.0
1-anglia,West Ham,Crystal Palace,2.03,3.5,3.6,1.29,1.79,1.31,03.12. 15:00,0.0,1.0,1.0
1-anglia,Chelsea,Brighton,1.73,4.1,4.2,1.23,2.09,1.24,03.12. 15:00,1.0,3.0,2.0
1-anglia,Liverpool,Fulham,1.24,6.5,10.5,1.05,4.1,1.11,03.12. 15:00,1.0,4.0,3.0
